Client User Name,Client Host,Client Host Groups,Server Host,Server Host Groups,Duration,Application,Service Summary,Total Traffic (bps),Total Bytes,Total Packets,Start Active Time,Client Bytes,Client Ratio (%),Server Bytes,First Client Port Seen,Server Port
,10.1.69.134,PA-HERSHEY-DTACTR,10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",231 days 11 hours 59 minutes,Undefined TCP,Undefined TCP (5647/tcp),690.3765690376569,20625,292,"Jun 21, 2017 5:10:20 AM",9321,45.1927,11304,57254,5647
,10.1.9.58,"PA-HERSHEY-DTACTR, Systems Management",10.6.69.153,PA-HERSHEY-NONPROD,94 days 14 hours 9 minutes,SNMP (unclassified),snmp (161/udp),689.8744769874477,20610,210,"Nov 5, 2017 2:00:25 AM",8981,43.5759,11629,53968,161
,10.1.69.169,PA-HERSHEY-DTACTR,10.1.64.14,PA-HERSHEY-DTACTR,114 days 22 hours 7 minutes,Undefined TCP,nfs (2049/tcp),698.5762711864406,20608,126,"Oct 15, 2017 7:01:58 PM",10400,50.4658,10208,743,2049
,10.1.70.124,"PA-HERSHEY-DTACTR, DB Servers",10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",108 days 16 hours 18 minutes,Undefined TCP,Undefined TCP (5647/tcp),688.8033472803347,20578,292,"Oct 22, 2017 12:51:58 AM",9762,47.439,10816,35208,5647
,10.2.73.102,"Mail Servers, NJ-HADDON-DTACTR",10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",108 days 13 hours 12 minutes,Undefined TCP,Undefined TCP (5647/tcp),688.7364016736402,20576,313,"Oct 22, 2017 3:57:16 AM",9152,44.479,11424,41930,5647
,10.1.69.26,PA-HERSHEY-DTACTR,10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",109 days 12 hours 36 minutes,Undefined TCP,Undefined TCP (5647/tcp),688.5020920502092,20569,293,"Oct 21, 2017 4:33:46 AM",9684,47.0806,10885,14199,5647
,10.1.69.48,PA-HERSHEY-DTACTR,10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",171 days 14 hours 50 minutes,Undefined TCP,Undefined TCP (5647/tcp),690.8571428571429,20553,291,"Aug 20, 2017 2:19:29 AM",9811,47.7351,10742,39419,5647
,10.1.70.203,"PA-HERSHEY-DTACTR, DB Servers",10.1.64.15,PA-HERSHEY-DTACTR,80 days 16 hours 46 minutes,SMB (unclassified),smb (445/tcp),702.2222222222222,20540,164,"Nov 18, 2017 11:22:57 PM",10198,49.6495,10342,41070,445
,10.38.102.250,"WTP, Firewalls, PA Fortigate Firewalls",10.38.186.10,"PUMP, Firewalls, PA Fortigate Firewalls",229 days 22 hours 47 minutes,Undefined UDP,isakmp (500/udp),687.3974895397489,20536,170,"Jun 22, 2017 6:22:01 PM",20536,100,0,500,500
,10.2.68.16,NJ-HADDON-DTACTR,10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",108 days 13 hours 7 minutes,Undefined TCP,Undefined TCP (5647/tcp),687.1297071129707,20528,310,"Oct 22, 2017 4:02:48 AM",8957,43.6331,11571,43376,5647
,10.25.81.5,"OFFICE, Firewalls, CA Fortigate Firewalls, DATA",10.2.74.46,"Firewalls, Security, NJ-HADDON-DTACTR",67 days 15 hours 6 minutes,Undefined UDP,isakmp (500/udp),685.6903765690377,20485,170,"Dec 2, 2017 1:03:58 AM",10226,49.9195,10259,500,500
,10.2.73.81,"Mail Servers, NJ-HADDON-DTACTR",10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",108 days 13 hours 14 minutes,Undefined TCP,Undefined TCP (5647/tcp),685.1548117154812,20469,312,"Oct 22, 2017 3:55:16 AM",8977,43.8566,11492,59624,5647
,10.2.72.16,"VoIP System, NJ-HADDON-DTACTR",10.1.72.16,"PA-HERSHEY-DTACTR, VoIP System",236 days 18 hours 32 minutes,Undefined TCP,Undefined TCP (2555/tcp),684.0836820083682,20437,249,"Jun 15, 2017 10:37:18 PM",9033,44.1992,11404,52485,2555
,10.1.70.112,"PA-HERSHEY-DTACTR, DB Servers",10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",52 days 15 hours 27 minutes,Undefined TCP,Undefined TCP (5647/tcp),686.890756302521,20435,289,"Dec 17, 2017 12:42:05 AM",9708,47.5067,10727,62419,5647
,10.2.9.31,"Systems Management, NJ-HADDON-DTACTR",10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",108 days 13 hours 2 minutes,Undefined TCP,Undefined TCP (5647/tcp),683.5146443514644,20420,309,"Oct 22, 2017 4:07:30 AM",8812,43.1538,11608,44556,5647
,10.1.69.175,PA-HERSHEY-DTACTR,10.1.64.14,PA-HERSHEY-DTACTR,290 days 5 hours 43 minutes,Undefined TCP,nfs (2049/tcp),785.2307692307693,20416,123,"Apr 23, 2017 11:26:15 AM",9722,47.6195,10694,38326,2049
,10.2.73.84,"Mail Servers, NJ-HADDON-DTACTR",10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",108 days 13 hours 14 minutes,Undefined TCP,Undefined TCP (5647/tcp),685.8823529411765,20405,310,"Oct 22, 2017 3:55:15 AM",8923,43.7295,11482,65126,5647
,10.38.128.140,"WATER, Firewalls, PA Fortigate Firewalls, WTRTRTPLT",10.2.74.46,"Firewalls, Security, NJ-HADDON-DTACTR",205 days 6 hours 36 minutes,Undefined UDP,isakmp (500/udp),681.8744769874477,20371,170,"Jul 17, 2017 10:33:43 AM",20371,100,0,500,500
,10.90.1.135,"OFFICE, PRINTERS",10.1.68.47,"LIMS, PA-HERSHEY-DTACTR",108 days 13 hours 1 minute,Undefined UDP,Undefined UDP (47545/udp),708.5565217391304,20371,273,"Oct 22, 2017 4:08:29 AM",11345,55.6919,9026,47545,47545
,10.1.83.44,PA-HERSHEY-DTACTR,169.254.169.254,Link-Local,159 days 22 hours 25 minutes,HTTP,http (80/tcp),884.5217391304348,20344,51,"Aug 31, 2017 6:43:50 PM",1562,7.6779,18782,57762,80
,10.1.68.24,PA-HERSHEY-DTACTR,10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",108 days 13 hours 8 minutes,Undefined TCP,Undefined TCP (5647/tcp),680.1004184100418,20318,289,"Oct 22, 2017 4:01:10 AM",9527,46.8895,10791,42838,5647
,10.1.70.165,"PA-HERSHEY-DTACTR, DB Servers",10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",108 days 12 hours 56 minutes,Undefined TCP,Undefined TCP (5647/tcp),679.5648535564853,20302,288,"Oct 22, 2017 4:13:03 AM",9386,46.2319,10916,63259,5647
,10.1.83.38,PA-HERSHEY-DTACTR,169.254.169.254,Link-Local,173 days 5 hours 11 minutes,HTTP,http (80/tcp),1200.1185185185186,20252,49,"Aug 18, 2017 11:57:09 AM",1470,7.2585,18782,49164,80
,10.1.82.61,PA-HERSHEY-DTACTR,169.254.169.254,Link-Local,93 days 18 hours 6 minutes,HTTP,http (80/tcp),953.035294117647,20252,49,"Nov 5, 2017 10:02:29 PM",1424,7.0314,18828,49165,80
,10.1.70.149,"PA-HERSHEY-DTACTR, DB Servers",10.1.64.14,PA-HERSHEY-DTACTR,427 days 7 hours 24 minutes,Undefined TCP,nfs (2049/tcp),677.7573221757323,20248,128,"Dec 7, 2016 8:45:07 AM",10413,51.4273,9835,698,2049
,10.1.82.65,PA-HERSHEY-DTACTR,169.254.169.254,Link-Local,173 days 5 hours 4 minutes,HTTP,http (80/tcp),1109.4794520547946,20248,49,"Aug 18, 2017 12:03:45 PM",1470,7.26,18778,49165,80
,10.1.82.56,PA-HERSHEY-DTACTR,169.254.169.254,Link-Local,93 days 18 hours 6 minutes,HTTP,http (80/tcp),899.7333333333333,20244,49,"Nov 5, 2017 10:02:45 PM",1470,7.2614,18774,49165,80
,10.1.69.170,PA-HERSHEY-DTACTR,10.1.64.14,PA-HERSHEY-DTACTR,116 days 5 hours 34 minutes,Undefined TCP,nfs (2049/tcp),677.5230125523012,20241,124,"Oct 14, 2017 11:35:41 AM",10231,50.5459,10010,781,2049
,10.25.124.99,"Firewalls, LOMBARD, OFFICE, IL Fortigate Firewalls",10.1.74.46,"Firewalls, Security, PA-HERSHEY-DTACTR",448 days 1 hour 15 minutes,Undefined UDP,isakmp (500/udp),676.9874476987447,20225,167,"Nov 16, 2016 2:54:59 PM",9682,47.8714,10543,500,500
,10.2.70.107,"DB Servers, NJ-HADDON-DTACTR",10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",108 days 13 hours 7 minutes,Undefined TCP,Undefined TCP (5647/tcp),676.8200836820083,20220,305,"Oct 22, 2017 4:02:48 AM",8875,43.8922,11345,51567,5647
,10.25.142.9,"WTRTRTPLT, Firewalls, SAUNAMINWTP, IL Fortigate Firewalls",10.1.74.46,"Firewalls, Security, PA-HERSHEY-DTACTR",142 days 53 minutes,Undefined UDP,isakmp (500/udp),676.4518828451883,20209,169,"Sep 18, 2017 4:16:01 PM",9965,49.3097,10244,500,500
,10.2.66.15,NJ-HADDON-DTACTR,10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",108 days 13 hours 16 minutes,Undefined TCP,Undefined TCP (5647/tcp),676.418410041841,20208,305,"Oct 22, 2017 3:53:06 AM",8674,42.9236,11534,36044,5647
,10.1.83.42,PA-HERSHEY-DTACTR,169.254.169.254,Link-Local,173 days 5 hours 6 minutes,HTTP,http (80/tcp),676.3514644351465,20206,48,"Aug 18, 2017 12:03:38 PM",1424,7.0474,18782,49165,80
,10.1.82.52,PA-HERSHEY-DTACTR,169.254.169.254,Link-Local,93 days 18 hours 7 minutes,HTTP,http (80/tcp),724.8789237668161,20206,48,"Nov 5, 2017 10:02:26 PM",1424,7.0474,18782,49166,80
,10.1.83.36,PA-HERSHEY-DTACTR,169.254.169.254,Link-Local,93 days 18 hours 6 minutes,HTTP,http (80/tcp),1107.1780821917807,20206,48,"Nov 5, 2017 10:02:26 PM",1424,7.0474,18782,49166,80
,10.1.82.72,PA-HERSHEY-DTACTR,169.254.169.254,Link-Local,93 days 18 hours 4 minutes,HTTP,http (80/tcp),718.4355555555555,20206,48,"Nov 5, 2017 10:05:36 PM",1424,7.0474,18782,49165,80
,10.1.82.64,PA-HERSHEY-DTACTR,169.254.169.254,Link-Local,173 days 5 hours 8 minutes,HTTP,http (80/tcp),1091.7837837837837,20198,48,"Aug 18, 2017 12:00:21 PM",1424,7.0502,18774,49164,80
,10.2.73.78,"Mail Servers, NJ-HADDON-DTACTR",10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",108 days 13 hours 16 minutes,Undefined TCP,Undefined TCP (5647/tcp),676.0502092050209,20197,307,"Oct 22, 2017 3:53:06 AM",8928,44.2046,11269,29868,5647
,10.1.70.221,"PA-HERSHEY-DTACTR, DB Servers",10.1.64.15,PA-HERSHEY-DTACTR,80 days 16 hours 42 minutes,SMB (unclassified),smb (445/tcp),807.04,20176,160,"Nov 18, 2017 11:26:47 PM",9960,49.3656,10216,54559,445
,10.1.70.38,"PA-HERSHEY-DTACTR, DB Servers",10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",134 days 6 hours 19 minutes,Undefined TCP,Undefined TCP (5647/tcp),675.2803347280335,20174,285,"Sep 26, 2017 10:50:51 AM",9189,45.5487,10985,34150,5647
,10.2.70.105,"DB Servers, NJ-HADDON-DTACTR",10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",108 days 13 hours,Undefined TCP,Undefined TCP (5647/tcp),675.1464435146444,20170,307,"Oct 22, 2017 4:09:27 AM",8983,44.5364,11187,53622,5647
,10.1.82.63,PA-HERSHEY-DTACTR,169.254.169.254,Link-Local,173 days 5 hours 8 minutes,HTTP,http (80/tcp),853.3333333333334,20160,47,"Aug 18, 2017 12:00:40 PM",1378,6.8353,18782,49165,80
,10.1.82.53,PA-HERSHEY-DTACTR,169.254.169.254,Link-Local,133 days 9 hours 12 minutes,HTTP,http (80/tcp),743.2258064516129,20160,47,"Sep 27, 2017 7:56:44 AM",1378,6.8353,18782,49164,80
,10.1.83.30,PA-HERSHEY-DTACTR,169.254.169.254,Link-Local,65 days 18 hours 13 minutes,HTTP,http (80/tcp),1047.2727272727273,20160,47,"Dec 3, 2017 9:55:03 PM",1378,6.8353,18782,49165,80
,10.1.83.40,PA-HERSHEY-DTACTR,169.254.169.254,Link-Local,173 days 5 hours 8 minutes,HTTP,http (80/tcp),926.7126436781609,20156,47,"Aug 18, 2017 12:00:45 PM",1378,6.8367,18778,49165,80
,10.1.69.131,PA-HERSHEY-DTACTR,10.1.64.10,"Domain Controllers, DNS Servers, PA-HERSHEY-DTACTR",55 days 1 hour,DNS (unclassified),dns (53/udp),682.6101694915254,20137,232,"Dec 14, 2017 3:09:55 PM",8094,40.1947,12043,14641,53
,10.1.82.67,PA-HERSHEY-DTACTR,169.254.169.254,Link-Local,173 days 5 hours 4 minutes,HTTP,http (80/tcp),1257.125,20114,46,"Aug 18, 2017 12:03:55 PM",1332,6.6223,18782,49164,80
,10.1.69.136,PA-HERSHEY-DTACTR,10.1.64.14,PA-HERSHEY-DTACTR,108 days 18 hours 37 minutes,Undefined TCP,nfs (2049/tcp),698.991304347826,20096,124,"Oct 21, 2017 10:32:39 PM",10128,50.3981,9968,757,2049
,10.1.69.137,PA-HERSHEY-DTACTR,10.1.64.14,PA-HERSHEY-DTACTR,108 days 16 hours 18 minutes,Undefined TCP,nfs (2049/tcp),695.2727272727273,20076,126,"Oct 22, 2017 12:51:03 AM",10964,54.6125,9112,921,2049
,10.1.74.69,"Security, PA-HERSHEY-DTACTR",10.238.33.15,"WTRTRTPLT, Security",87 days 16 hours 53 minutes,Undefined TCP,Undefined TCP (61616/tcp),672.0,20076,94,"Nov 11, 2017 11:16:17 PM",15621,77.8093,4455,58554,61616
,10.2.74.46,"Firewalls, Security, NJ-HADDON-DTACTR",10.38.164.250,"Firewalls, PA Fortigate Firewalls, OFFICE, SINKINGSPRINGSOFC",52 days 9 hours,Undefined UDP,isakmp (500/udp),671.3305439330544,20056,166,"Dec 17, 2017 7:09:45 AM",20056,100,0,500,500
,10.2.72.16,"VoIP System, NJ-HADDON-DTACTR",10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",236 days 18 hours 32 minutes,Undefined TCP,Undefined TCP (2555/tcp),670.7949790794979,20040,224,"Jun 15, 2017 10:37:20 PM",6900,34.4311,13140,32835,2555
,10.1.80.42,"PA-HERSHEY-DTACTR, PIN-DMZ",10.38.238.1,Catch All,82 days 10 minutes,Undefined TCP,http-alt (8080/tcp),670.0251046025105,20017,119,"Nov 17, 2017 3:59:01 PM",4056,20.2628,15961,63967,8080
,10.1.69.119,PA-HERSHEY-DTACTR,10.1.64.10,"Domain Controllers, DNS Servers, PA-HERSHEY-DTACTR",52 days 15 hours 21 minutes,DNS (unclassified),dns (53/udp),677.7966101694915,19995,232,"Dec 17, 2017 12:47:59 AM",8053,40.2751,11942,55313,53
,10.25.115.99,"Firewalls, MULT, IL Fortigate Firewalls, E ST LOUIS",10.25.141.99,"PLANT, WTRTRTPLT, Firewalls, IL Fortigate Firewalls",173 days 7 hours 18 minutes,Undefined UDP,isakmp (500/udp),668.418410041841,19969,166,"Aug 18, 2017 9:51:49 AM",9936,49.7571,10033,500,500
,10.90.89.13,OFFICE,10.138.130.123,"OFFICE, VOICE",135 days 16 hours 51 minutes,HTTP (unclassified),http (80/tcp),666.276150627615,19905,235,"Sep 25, 2017 12:18:35 AM",5071,25.476,14834,54125,80
,10.1.69.141,PA-HERSHEY-DTACTR,10.1.64.14,PA-HERSHEY-DTACTR,66 days,Undefined TCP,nfs (2049/tcp),665.439330543933,19880,122,"Dec 3, 2017 4:09:35 PM",10024,50.4225,9856,698,2049
,10.25.141.99,"PLANT, WTRTRTPLT, Firewalls, IL Fortigate Firewalls",10.25.119.99,"Firewalls, WTP, WELL, IL Fortigate Firewalls",279 days 10 hours 34 minutes,Undefined UDP,isakmp (500/udp),663.8661087866109,19833,165,"May 4, 2017 6:35:15 AM",9846,49.6445,9987,500,500
,10.1.10.83,PA-HERSHEY-DTACTR,10.1.72.41,"PA-HERSHEY-DTACTR, VoIP System",195 days 12 hours 9 minutes,Undefined TCP,nfs (2049/tcp),663.1297071129707,19811,181,"Jul 27, 2017 5:00:00 AM",10563,53.3189,9248,881,2049
,10.1.69.65,PA-HERSHEY-DTACTR,10.1.64.14,PA-HERSHEY-DTACTR,290 days 5 hours 43 minutes,Undefined TCP,nfs (2049/tcp),685.991341991342,19808,126,"Apr 23, 2017 11:26:14 AM",10556,53.2916,9252,41465,2049
,10.1.161.21,PA-HERSHEY-DTACTR,10.2.64.10,"Domain Controllers, DNS Servers, NJ-HADDON-DTACTR",427 days 7 hours 31 minutes,DNS,dns (53/udp),662.326359832636,19787,277,"Dec 7, 2016 8:38:04 AM",10855,54.8593,8932,41510,53
,10.1.9.58,"PA-HERSHEY-DTACTR, Systems Management",10.6.70.155,"PA-HERSHEY-NONPROD, DB Servers",94 days 14 hours 9 minutes,SNMP (unclassified),snmp (161/udp),661.5230125523012,19763,194,"Nov 5, 2017 2:00:24 AM",7984,40.3987,11779,53968,161
,10.25.170.66,"OGDENDUNES, IN Fortigate Firewalls, Firewalls, WTRTRTPLT",10.2.74.46,"Firewalls, Security, NJ-HADDON-DTACTR",88 days 15 hours 19 minutes,Undefined UDP,isakmp (500/udp),661.2887029288703,19756,164,"Nov 11, 2017 12:50:55 AM",10089,51.068,9667,500,500
,10.1.70.225,"PA-HERSHEY-DTACTR, DB Servers",10.6.64.45,PA-HERSHEY-NONPROD,80 days 16 hours 40 minutes,Undefined TCP,nfs (2049/tcp),660.7866108786611,19741,127,"Nov 18, 2017 11:29:08 PM",9912,50.2102,9829,57761,2049
,10.1.73.61,"PA-HERSHEY-DTACTR, Mail Servers",10.38.31.97,"NJ, PLAINFIELD",444 days 13 hours 38 minutes,Undefined TCP,Undefined TCP (41794/tcp),677.7682403433477,19740,311,"Nov 20, 2016 2:31:33 AM",10023,50.7751,9717,10084,41794
,10.1.80.25,"PA-HERSHEY-DTACTR, PIN-DMZ",10.1.9.41,"PA-HERSHEY-DTACTR, Systems Management",94 days 14 hours 9 minutes,Undefined TCP,Undefined TCP (17777/tcp),659.6485355648535,19707,81,"Nov 5, 2017 2:00:13 AM",5982,30.3547,13725,38910,17777
,10.1.70.225,"PA-HERSHEY-DTACTR, DB Servers",10.6.64.54,PA-HERSHEY-NONPROD,80 days 16 hours 40 minutes,Undefined TCP,nfs (2049/tcp),659.4811715481171,19702,126,"Nov 18, 2017 11:29:08 PM",9808,49.7817,9894,48253,2049
,10.1.69.135,PA-HERSHEY-DTACTR,10.1.64.14,PA-HERSHEY-DTACTR,94 days 12 hours 20 minutes,Undefined TCP,nfs (2049/tcp),687.5109170305677,19680,122,"Nov 5, 2017 3:49:32 AM",10032,50.9756,9648,841,2049
,10.1.74.68,"Security, PA-HERSHEY-DTACTR",10.225.46.140,Security,80 days 14 hours 31 minutes,Undefined TCP,Undefined TCP (3001/tcp),656.8702928870293,19624,346,"Nov 19, 2017 1:38:26 AM",7591,38.6822,12033,49554,3001
,10.25.115.99,"Firewalls, MULT, IL Fortigate Firewalls, E ST LOUIS",10.25.119.99,"Firewalls, WTP, WELL, IL Fortigate Firewalls",105 days 6 hours 9 minutes,Undefined UDP,isakmp (500/udp),656.2677824267782,19606,165,"Oct 25, 2017 11:00:39 AM",9639,49.1635,9967,500,500
,10.0.1.38,Network Devices,10.1.72.18,"PA-HERSHEY-DTACTR, VoIP System",89 days 23 hours 45 minutes,Undefined TCP,Undefined TCP (2000/tcp),656.2677824267782,19606,234,"Nov 9, 2017 4:24:46 PM",3862,19.6981,15744,55166,2000
,10.6.213.40,PA-HERSHEY-NONPROD,10.1.9.76,"PA-HERSHEY-DTACTR, Systems Management",182 days 1 hour 35 minutes,Undefined TCP,Undefined TCP (8140/tcp),1126.9064748201438,19580,44,"Aug 9, 2017 3:32:50 PM",2284,11.665,17296,34902,8140
,10.1.69.123,PA-HERSHEY-DTACTR,10.1.64.10,"Domain Controllers, DNS Servers, PA-HERSHEY-DTACTR",52 days 15 hours 21 minutes,DNS (unclassified),dns (53/udp),673.8965517241379,19543,226,"Dec 17, 2017 12:47:56 AM",7860,40.219,11683,44529,53
,10.1.69.45,PA-HERSHEY-DTACTR,10.1.64.187,PA-HERSHEY-DTACTR,92 days 4 hours 22 minutes,Undefined TCP,nfs (2049/tcp),694.4711111111111,19532,120,"Nov 7, 2017 11:47:30 AM",10684,54.7,8848,900,2049
,10.1.9.89,"PA-HERSHEY-DTACTR, Systems Management",10.1.163.21,"Internet DMZ, PA-HERSHEY-DTACTR",193 days 12 hours 51 minutes,SNMP,snmp (161/udp),652.7531380753138,19501,204,"Jul 29, 2017 4:18:10 AM",12536,64.2839,6965,54134,161
,10.2.9.36,"Systems Management, NJ-HADDON-DTACTR",10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",108 days 13 hours 16 minutes,Undefined TCP,Undefined TCP (5647/tcp),653.5798319327731,19444,292,"Oct 22, 2017 3:53:07 AM",8459,43.5044,10985,50288,5647
,10.1.68.37,PA-HERSHEY-DTACTR,10.1.64.14,PA-HERSHEY-DTACTR,52 days 17 hours 55 minutes,Undefined TCP,nfs (2049/tcp),649.6401673640167,19408,117,"Dec 16, 2017 10:14:37 PM",9680,49.8763,9728,840,2049
,10.38.169.250,"WTRTRTPLT, Firewalls, PA Fortigate Firewalls, STONYGARDEN",10.1.74.38,"Security, PA-HERSHEY-DTACTR",84 days 27 minutes,Syslog (unclassified),syslog (514/tcp),648.9707112970711,19388,256,"Nov 15, 2017 3:42:28 PM",8901,45.9098,10487,10803,514
,10.25.123.9,"WTRTRTPLT, Firewalls, WTP, IL Fortigate Firewalls",10.25.115.79,"Firewalls, MULT, IL Fortigate Firewalls, E ST LOUIS",427 days 11 hours 58 minutes,Undefined UDP,isakmp (500/udp),648.3012552301255,19368,162,"Dec 7, 2016 4:11:49 AM",9652,49.8348,9716,500,500
,10.1.100.133,PA-HERSHEY-DTACTR,10.1.64.10,"Domain Controllers, DNS Servers, PA-HERSHEY-DTACTR",427 days 9 hours 28 minutes,DNS (unclassified),dns (53/udp),653.4683544303797,19359,247,"Dec 7, 2016 6:41:52 AM",9587,49.5222,9772,28566,53
,10.38.106.250,"Firewalls, PA Fortigate Firewalls, WTRTRTPLT, OFC",10.1.74.38,"Security, PA-HERSHEY-DTACTR",290 days 16 hours 31 minutes,Syslog (unclassified),syslog (514/tcp),647.1297071129707,19333,255,"Apr 23, 2017 12:38:33 AM",8928,46.1801,10405,4864,514
,10.90.16.50,IL-ALTON-CSC,10.1.72.45,"PA-HERSHEY-DTACTR, VoIP System",165 days 12 hours 24 minutes,Undefined TCP,Undefined TCP (1500/tcp),658.0425531914893,19330,189,"Aug 26, 2017 4:45:12 AM",19330,100,0,40617,1500
,10.1.80.42,"PA-HERSHEY-DTACTR, PIN-DMZ",10.38.228.1,Catch All,99 days 3 hours 15 minutes,Undefined TCP,http-alt (8080/tcp),649.4117647058823,19320,120,"Oct 31, 2017 1:54:03 PM",4128,21.3665,15192,57980,8080
,10.2.72.15,"VoIP System, NJ-HADDON-DTACTR",10.1.72.16,"PA-HERSHEY-DTACTR, VoIP System",273 days 12 hours 47 minutes,Undefined TCP,Undefined TCP (2555/tcp),645.9581589958159,19298,240,"May 10, 2017 4:22:49 AM",10178,52.7412,9120,55607,2555
,10.38.57.182,"LEXINGTON, OFFICE",10.1.64.10,"Domain Controllers, DNS Servers, PA-HERSHEY-DTACTR",62 days 3 hours 17 minutes,DNS (unclassified),dns (53/udp),645.3221757322176,19279,274,"Dec 7, 2017 12:52:01 PM",9570,49.6395,9709,48234,53
,10.1.9.58,"PA-HERSHEY-DTACTR, Systems Management",10.6.70.147,"PA-HERSHEY-NONPROD, DB Servers",94 days 14 hours 9 minutes,SNMP (unclassified),snmp (161/udp),645.0878661087866,19272,192,"Nov 5, 2017 2:00:25 AM",8121,42.1389,11151,53968,161
,10.38.77.135,"Firewalls, WTRTRTPLT, WV Fortigate Firewalls, WTP",10.1.74.38,"Security, PA-HERSHEY-DTACTR",92 days 1 hour,Syslog (unclassified),syslog (514/tcp),645.020920502092,19270,254,"Nov 7, 2017 3:09:54 PM",8896,46.165,10374,16025,514
,10.1.70.205,"PA-HERSHEY-DTACTR, DB Servers",10.10.172.41,Catch All,80 days 16 hours 39 minutes,SMB (unclassified),smb (445/tcp),643.81589958159,19234,171,"Nov 18, 2017 11:30:21 PM",10261,53.3482,8973,47599,445
,10.25.139.99,"PLANT, Firewalls, WTRTRTPLT, IL Fortigate Firewalls",10.25.135.99,"WTRTRTPLT, Firewalls, IL Fortigate Firewalls, PLANT",427 days 11 hours 57 minutes,Undefined UDP,isakmp (500/udp),642.9121338912134,19207,161,"Dec 7, 2016 4:12:52 AM",9787,50.9554,9420,500,500
,10.1.100.149,PA-HERSHEY-DTACTR,10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",109 days 12 hours 48 minutes,Undefined TCP,Undefined TCP (5647/tcp),642.8117154811715,19204,313,"Oct 21, 2017 4:21:32 AM",9009,46.9121,10195,25849,5647
,10.1.9.58,"PA-HERSHEY-DTACTR, Systems Management",10.6.68.192,PA-HERSHEY-NONPROD,94 days 14 hours 9 minutes,SNMP (unclassified),snmp (161/udp),642.2092050209205,19186,188,"Nov 5, 2017 2:00:23 AM",7934,41.3531,11252,53968,161
,10.1.9.58,"PA-HERSHEY-DTACTR, Systems Management",10.6.68.189,PA-HERSHEY-NONPROD,94 days 14 hours 9 minutes,SNMP (unclassified),snmp (161/udp),641.9748953974895,19179,140,"Nov 5, 2017 2:00:25 AM",4326,22.5559,14853,53968,161
,10.1.10.26,PA-HERSHEY-DTACTR,10.1.10.103,PA-HERSHEY-DTACTR,132 days 21 hours,HTTPS (unclassified),https (443/tcp),648.542372881356,19132,29,"Sep 27, 2017 8:09:39 PM",4736,24.7543,14396,37856,443
,10.1.10.26,PA-HERSHEY-DTACTR,10.1.10.105,PA-HERSHEY-DTACTR,132 days 21 hours,HTTPS (unclassified),https (443/tcp),648.542372881356,19132,29,"Sep 27, 2017 8:09:43 PM",4736,24.7543,14396,56708,443
,10.1.10.26,PA-HERSHEY-DTACTR,10.1.10.58,PA-HERSHEY-DTACTR,132 days 21 hours,HTTPS (unclassified),https (443/tcp),648.542372881356,19132,29,"Sep 27, 2017 8:09:56 PM",4736,24.7543,14396,41045,443
,10.1.69.142,PA-HERSHEY-DTACTR,10.1.64.14,PA-HERSHEY-DTACTR,52 days 14 hours 45 minutes,SMB (unclassified),smb (445/tcp),721.5094339622641,19120,154,"Dec 17, 2017 1:23:53 AM",9392,49.1213,9728,38228,445
,10.1.69.114,PA-HERSHEY-DTACTR,10.1.64.15,PA-HERSHEY-DTACTR,74 days 22 hours 18 minutes,SMB (unclassified),smb (445/tcp),639.2970711297071,19099,157,"Nov 24, 2017 5:51:42 PM",9577,50.144,9522,41274,445
,10.1.100.147,PA-HERSHEY-DTACTR,10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",290 days 12 hours 18 minutes,Undefined TCP,Undefined TCP (5647/tcp),641.8487394957983,19095,311,"Apr 23, 2017 4:51:56 AM",8950,46.8709,10145,17082,5647
,10.1.100.143,PA-HERSHEY-DTACTR,10.1.9.53,"PA-HERSHEY-DTACTR, Systems Management",108 days 16 hours 17 minutes,Undefined TCP,Undefined TCP (5647/tcp),638.8953974895397,19087,310,"Oct 22, 2017 12:52:16 AM",8995,47.1263,10092,42342,5647
,10.1.10.26,PA-HERSHEY-DTACTR,10.1.10.59,PA-HERSHEY-DTACTR,132 days 20 hours 59 minutes,HTTPS (unclassified),https (443/tcp),646.7796610169491,19080,28,"Sep 27, 2017 8:10:01 PM",4684,24.5493,14396,40924,443
